,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS_2015,CTE_HOURS_2015,CTE_AVG_2015,ALL_STUDENTS_2015,ALL_HOURS_2015,ALL_AVG_2015,CTE_STUDENTS_2016,CTE_HOURS_2016,CTE_AVG_2016,ALL_STUDENTS_2016,ALL_HOURS_2016,ALL_AVG_2016,CTE_STUDENTS_2017,CTE_HOURS_2017,CTE_AVG_2017,ALL_STUDENTS_2017,ALL_HOURS_2017,ALL_AVG_2017,CTE_STUDENTS_2018,CTE_HOURS_2018,CTE_AVG_2018,ALL_STUDENTS_2018,ALL_HOURS_2018,ALL_AVG_2018
28,1906,3500500,ART II DRAWING (ART2DRAW),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
29,1906,3580200,COMPUTER SCIENCE I,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,,,,,,,
30,1906,13008400,ADVANCED ANIMATION,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,,,,,,,
31,1906,13012100,BUSINESS MANAGEMENT,6,6,6.0,6,6,6.0,,,,,,,,,,,,,,,,,,
32,1906,13020600,ANATOMY & PHYSIOLOGY,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
33,1907,3102510,ADVANCED QUANT REASONING,18,93,5.2,18,93,5.2,19,105,5.5,20,111,5.6,34,195,5.7,36,207,5.8,40,228,5.7,42,240,5.7
34,1907,3220300,ENGLISH III (ENG 3),6,6,6.0,6,6,6.0,14,42,3.0,12,48,4.0,19,111,5.8,19,111,5.8,22,132,6.0,22,132,6.0
35,1907,3220400,ENGLISH IV (ENG 4),10,57,5.7,10,57,5.7,37,219,5.9,39,231,5.9,49,291,5.9,53,315,5.9,10,57,5.7,10,57,5.7
36,1907,3340100,US HISTORY STUDIES SINCE 1877,25,141,5.6,25,141,5.6,51,294,5.8,51,294,5.8,83,471,5.7,83,471,5.7,60,351,5.9,60,351,5.9
37,1907,13009900,PROFESSIONAL COMMUNICATIONS,33,99,3.0,33,99,3.0,9,27,3.0,9,27,3.0,,,,,,,3,3,3.0,3,3,3.0
38,1907,A3020000,AP ENVIRONMENTAL SCIENCE,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
39,1908,3102500,INDEP STUDY IN MATH (1ST TIME),3,12,4.0,5,15,3.0,3,12,4.0,7,21,3.0,3,3,3.0,3,3,3.0,,,,,,
40,1908,3220300,ENGLISH III (ENG 3),18,108,6.0,27,162,6.0,17,99,5.8,22,129,5.9,26,132,5.1,29,150,5.2,17,96,5.6,20,114,5.7
41,1908,3220400,ENGLISH IV (ENG 4),19,114,6.0,23,138,6.0,17,96,5.6,27,156,5.8,17,102,6.0,20,120,6.0,20,114,5.7,23,132,5.7
42,1908,3241400,COMMUNICATION APPLICATIONS,3,3,3.0,3,3,3.0,13,39,3.0,13,39,3.0,3,3,3.0,7,21,3.0,3,3,3.0,5,15,3.0
43,1908,3310300,ECONOMICS W/EMPH FREE ENTERPR,21,63,3.0,25,75,3.0,17,51,3.0,27,81,3.0,17,51,3.0,20,60,3.0,18,54,3.0,21,63,3.0
44,1908,3330100,UNITED STATES GOVERNMENT (GOVT,20,60,3.0,24,72,3.0,17,51,3.0,27,81,3.0,17,51,3.0,20,60,3.0,18,54,3.0,21,63,3.0
45,1908,3340100,US HISTORY STUDIES SINCE 1877,18,108,6.0,28,165,5.9,16,96,6.0,21,126,6.0,26,132,5.1,29,150,5.2,17,96,5.6,20,114,5.7
46,1908,3500100,ART I (ART 1),5,15,3.0,6,18,3.0,3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,6,18,3.0
47,1908,13011500,BUSIN INFO MGT II,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
48,1908,13032300,WELDING,6,24,4.0,6,24,4.0,,,,,,,,,,,,,,,,,,
49,1909,3220300,ENGLISH III (ENG 3),3,12,4.0,3,12,4.0,3,12,4.0,6,18,3.0,6,18,3.0,6,18,3.0,7,21,3.0,7,21,3.0
50,1909,3220400,ENGLISH IV (ENG 4),17,54,3.2,21,66,3.1,18,60,3.3,21,69,3.3,19,63,3.3,19,63,3.3,19,63,3.3,20,66,3.3
51,1909,3240900,PUBLIC SPEAKING I (PUBSPKG1),6,18,3.0,6,18,3.0,10,30,3.0,10,30,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
52,1909,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
53,1909,3330100,UNITED STATES GOVERNMENT (GOVT,13,39,3.0,17,51,3.0,6,18,3.0,9,27,3.0,21,63,3.0,21,63,3.0,23,69,3.0,24,72,3.0
54,1909,3340100,US HISTORY STUDIES SINCE 1877,10,54,5.4,14,78,5.6,12,48,4.0,12,72,6.0,10,60,6.0,10,60,6.0,15,81,5.4,16,87,5.4
55,1909,3350100,PSYCHOLOGY (PSYCH),5,15,3.0,5,15,3.0,5,15,3.0,5,15,3.0,3,12,4.0,3,12,4.0,3,3,3.0,3,3,3.0
56,1909,3370100,SOCIOLOGY (SOC),3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,3,3,3.0,6,24,4.0,6,24,4.0
57,1909,3501700,ART III HISTORY (ART3HIST),10,30,3.0,10,30,3.0,,,,,,,,,,,,,,,,,,
58,1909,13014300,HUMAN GROWTH & DEVELOP,5,15,3.0,5,15,3.0,3,12,4.0,3,12,4.0,5,15,3.0,5,15,3.0,3,3,3.0,3,3,3.0
59,2901,3152700,MUSIC I THEORY (MUS1THY),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
60,2901,3220400,ENGLISH IV (ENG 4),23,132,5.7,32,186,5.8,10,57,5.7,18,105,5.8,15,87,5.8,18,102,5.7,17,93,5.5,31,171,5.5
61,2901,3240900,PUBLIC SPEAKING I (PUBSPKG1),25,75,3.0,28,84,3.0,,,,,,,14,42,3.0,17,51,3.0,27,81,3.0,35,105,3.0
62,2901,3330100,UNITED STATES GOVERNMENT (GOVT,22,66,3.0,29,87,3.0,12,12,1.0,24,24,1.0,25,75,3.0,31,93,3.0,18,54,3.0,38,114,3.0
63,2901,3350100,PSYCHOLOGY (PSYCH),33,99,3.0,36,108,3.0,15,45,3.0,26,78,3.0,17,50,2.9,20,59,3.0,32,96,3.0,39,117,3.0
64,2901,3370100,SOCIOLOGY (SOC),3,3,3.0,7,21,3.0,6,18,3.0,6,24,4.0,9,27,3.0,14,42,3.0,3,12,4.0,7,21,3.0
65,2901,3440300,LANG O/T ENGLISH III - SPANISH,11,44,4.0,10,60,6.0,6,6,6.0,6,6,6.0,8,8,8.0,8,8,8.0,,,,,,
66,2901,13020300,MEDICAL TERMINOLOGY,4,16,4.0,10,-999,-99.9,6,18,3.0,6,18,3.0,18,37,2.1,18,37,2.1,9,27,3.0,9,27,3.0
67,3801,3010200,BIOLOGY (BIO),13,60,4.6,20,92,4.6,3,3,3.0,3,3,3.0,,,,,,,,,,,,
68,3801,3040000,CHEMISTRY (CHEM),4,4,4.0,11,22,2.0,,,,,,,,,,,,,,,,,,
69,3801,3060200,EARTH AND SPACE SCIENCE (ESS),3,12,4.0,11,22,2.0,,,,,,,1,1,1.0,1,1,1.0,,,,,,
70,3801,3101100,PRECALCULUS (PRE CALC),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
71,3801,3102520,DISCRETE MATH FOR PRBLM SOLVNG,3,3,3.0,5,15,3.0,,,,,,,1,1,1.0,1,1,1.0,,,,,,
72,3801,3152700,MUSIC I THEORY (MUS1THY),5,15,3.0,20,58,2.9,,,,,,,,,,,,,,,,,,
73,3801,3220300,ENGLISH III (ENG 3),14,42,3.0,22,111,5.0,15,45,3.0,21,63,3.0,27,29,1.1,31,33,1.1,17,17,1.0,25,25,1.0
74,3801,3220400,ENGLISH IV (ENG 4),12,54,4.5,22,102,4.6,5,15,3.0,5,15,3.0,16,16,1.0,16,16,1.0,,,,,,
75,3801,3241400,COMMUNICATION APPLICATIONS,6,18,3.0,21,63,3.0,3,3,3.0,3,3,3.0,1,1,1.0,1,1,1.0,1,1,1.0,17,17,1.0
76,3801,3250700,THEATRE PRODUCTION I (TH1PROD),3,3,3.0,3,12,4.0,,,,,,,,,,,,,,,,,,
77,3801,3310300,ECONOMICS W/EMPH FREE ENTERPR,10,30,3.0,18,54,3.0,5,15,3.0,11,33,3.0,12,12,1.0,28,28,1.0,15,15,1.0,19,19,1.0
78,3801,3310301,ECONOMICS ADV STUDIES (1ST),3,3,3.0,7,21,3.0,,,,,,,,,,,,,,,,,,
79,3801,3330100,UNITED STATES GOVERNMENT (GOVT,14,54,3.9,39,144,3.7,3,3,3.0,10,30,3.0,14,14,1.0,15,15,1.0,12,12,1.0,19,19,1.0
80,3801,3340100,US HISTORY STUDIES SINCE 1877,9,27,3.0,39,117,3.0,,,,,,,,,,,,,,,,,,
81,3801,3370100,SOCIOLOGY (SOC),3,3,3.0,7,21,3.0,,,,,,,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0
82,3801,3440400,LANG O/T ENGLISH IV - SPANISH,14,42,3.0,35,189,5.4,15,66,4.4,30,144,4.8,,,,,,,,,,,,
83,3801,3501700,ART III HISTORY (ART3HIST),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
84,3801,13001000,MATH APPL IN AG/FOOD/& NAT RES,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
85,3801,13004200,PRINCIPLES OF ARCH & CONSTR,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
86,3801,13011400,BUSIN INFO MGT I,3,3,3.0,3,3,3.0,10,30,3.0,10,30,3.0,1,1,1.0,1,1,1.0,,,,,,
87,3801,13011700,BUSINESS LAW,13,39,3.0,13,39,3.0,,,,,,,,,,,,,,,,,,
88,3801,13012100,BUSINESS MANAGEMENT,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
89,3801,13016200,MONEY MATTERS,13,39,3.0,13,39,3.0,,,,,,,,,,,,,,,,,,
90,3801,13020200,PRINCIPLES OF HEALTH SCIENCE,2,2,2.0,2,2,2.0,3,3,3.0,3,3,3.0,13,13,1.0,13,13,1.0,,,,,,
91,3801,13020300,MEDICAL TERMINOLOGY,3,3,3.0,3,3,3.0,5,15,3.0,5,15,3.0,17,17,1.0,17,17,1.0,1,1,1.0,1,1,1.0
92,3801,13020400,HEALTH SCIENCE,3,12,4.0,3,12,4.0,,,,,,,,,,,,,,,,,,
93,3801,13020500,PRACTICUM HEALTH SCIENCE,4,4,4.0,4,4,4.0,,,,,,,,,,,,,,,,,,
94,3801,13020600,ANATOMY & PHYSIOLOGY,5,20,4.0,5,20,4.0,3,12,4.0,3,12,4.0,1,1,1.0,1,1,1.0,,,,,,
95,3801,13020700,MEDICAL MICROBIOLOGY,4,4,4.0,4,4,4.0,,,,,,,,,,,,,,,,,,
96,3801,13025200,COSMETOLOGY I,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
97,3801,13027200,PRINCIPLES OF INFO TECH,13,42,3.2,13,42,3.2,5,15,3.0,5,15,3.0,20,20,1.0,20,20,1.0,,,,,,
98,3801,13036700,ENGINEERING MATHEMATICS,4,4,4.0,4,4,4.0,10,30,3.0,10,30,3.0,,,,,,,1,1,1.0,1,1,1.0
99,3801,13039600,AUTOMOTIVE TECHNOLOGY,4,4,4.0,4,4,4.0,,,,,,,,,,,,,,,,,,
100,3801,13039700,ADV AUTOMOTIVE TECHNOLOGY,4,4,4.0,4,4,4.0,3,3,3.0,3,3,3.0,,,,,,,,,,,,
101,3801,PES00008,PE SUB NON-DIST PGM 1,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
102,3801,PES00013,PE SUB CHEERLEADING,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
103,3801,PES00052,FOUND OF PERSON FITNESS,13,15,1.2,21,24,1.1,6,18,3.0,12,39,3.3,13,13,1.0,19,19,1.0,,,,,,
104,3902,3102500,INDEP STUDY IN MATH (1ST TIME),21,114,5.4,22,120,5.5,35,111,3.2,38,120,3.2,27,81,3.0,29,87,3.0,26,78,3.0,29,87,3.0
105,3902,3102501,INDEP STUDY IN MATH (2ND TIME),6,24,4.0,9,27,3.0,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
106,3902,3152900,MUSIC I HISTORY (MUS1HIST),23,96,4.2,29,120,4.1,,,,,,,,,,,,,,,,,,
107,3902,3220400,ENGLISH IV (ENG 4),40,201,5.0,40,201,5.0,41,198,4.8,48,228,4.8,39,183,4.7,41,192,4.7,57,267,4.7,60,276,4.6
108,3902,3221800,INDEP STUDY/ENGLISH (1ST TIME),3,3,3.0,3,3,3.0,,,,,,,,,,,,,3,3,3.0,3,3,3.0
109,3902,3241400,COMMUNICATION APPLICATIONS,12,39,3.3,16,51,3.2,27,81,3.0,34,102,3.0,27,81,3.0,35,105,3.0,24,72,3.0,29,87,3.0
110,3902,3250100,THEATRE ARTS I (TH1),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
111,3902,3330100,UNITED STATES GOVERNMENT (GOVT,21,63,3.0,21,63,3.0,29,87,3.0,41,123,3.0,15,45,3.0,16,48,3.0,42,126,3.0,45,135,3.0
112,3902,3340100,US HISTORY STUDIES SINCE 1877,22,90,4.1,27,114,4.2,27,144,5.3,37,198,5.4,32,183,5.7,37,213,5.8,27,170,6.3,30,192,6.4
113,3902,3350100,PSYCHOLOGY (PSYCH),10,30,3.0,14,42,3.0,6,18,3.0,6,18,3.0,18,54,3.0,19,57,3.0,23,69,3.0,23,69,3.0
114,3902,3370100,SOCIOLOGY (SOC),15,45,3.0,18,54,3.0,25,75,3.0,37,111,3.0,15,45,3.0,22,66,3.0,29,87,3.0,31,93,3.0
115,3902,3380002,SPEC TOPIC IN SOC STUD (1ST),18,54,3.0,18,54,3.0,12,36,3.0,12,36,3.0,12,36,3.0,17,51,3.0,24,72,3.0,26,78,3.0
116,3902,3501700,ART III HISTORY (ART3HIST),3,12,4.0,3,12,4.0,,,,,,,,,,,,,,,,,,
117,3902,13020500,PRACTICUM HEALTH SCIENCE,22,210,9.5,22,210,9.5,33,315,9.5,33,315,9.5,24,288,12.0,24,288,12.0,,,,,,
118,3902,13020510,PRACTICUM HEALTH SCIENCE II,3,12,4.0,3,12,4.0,0,35,0.0,0,35,0.0,15,164,10.9,15,164,10.9,,,,,,
119,3902,13037200,SCIENTIFIC RESEARCH & DESIGN,11,88,8.0,11,88,8.0,10,40,4.0,14,56,4.0,15,120,8.0,17,136,8.0,16,64,4.0,12,88,7.3
120,3902,LD11110A,LOCALLY DVELOPED MATHEMATICS A,3,12,4.0,3,12,4.0,,,,,,,5,10,2.0,5,10,2.0,7,21,3.0,7,21,3.0
