,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS_2015,CTE_HOURS_2015,CTE_AVG_2015,ALL_STUDENTS_2015,ALL_HOURS_2015,ALL_AVG_2015,CTE_STUDENTS_2016,CTE_HOURS_2016,CTE_AVG_2016,ALL_STUDENTS_2016,ALL_HOURS_2016,ALL_AVG_2016,CTE_STUDENTS_2017,CTE_HOURS_2017,CTE_AVG_2017,ALL_STUDENTS_2017,ALL_HOURS_2017,ALL_AVG_2017,CTE_STUDENTS_2018,CTE_HOURS_2018,CTE_AVG_2018,ALL_STUDENTS_2018,ALL_HOURS_2018,ALL_AVG_2018
10777,139908,A3220100,AP ENGLISH LANGUAGE AND COMP,,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10778,139908,A3340100,AP UNITED STATES HISTORY,,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10779,139909,A3010200,AP BIOLOGY,,,,,,,25,196,7.8,55,436,7.9,14,112,8.0,34,272,8.0,16,128,8.0,41,324,7.9
10780,139912,3310300,ECONOMICS W/EMPH FREE ENTERPR,,,,,,,3,3,3.0,3,3,3.0,6,18,3.0,6,18,3.0,9,27,3.0,9,27,3.0
10781,139912,3330100,UNITED STATES GOVERNMENT (GOVT,,,,,,,15,45,3.0,15,45,3.0,22,66,3.0,22,66,3.0,30,90,3.0,30,90,3.0
10782,140904,3350100,PSYCHOLOGY (PSYCH),,,,,,,3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,3,3,3.0
10783,140904,3380021,SOCIAL STD ADV STDYS (2ND CRD),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10784,140905,3221600,HUMANITIES (FIRST TIME TAKEN),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10785,140905,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,7,21,3.0,7,21,3.0,,,,,,,,,,,,
10786,140905,3500110,ART I - ART APPRECIATION,,,,,,,6,18,3.0,6,18,3.0,3,12,4.0,3,12,4.0,6,24,4.0,9,27,3.0
10787,140908,3102530,STATISTICS,,,,,,,7,21,3.0,7,21,3.0,,,,,,,,,,,,
10788,141901,3440300,LANG O/T ENGLISH III - SPANISH,,,,,,,4,16,4.0,13,52,4.0,12,92,7.7,20,152,7.6,8,8,8.0,4,16,4.0
10789,141902,3220300,ENGLISH III (ENG 3),,,,,,,3,12,4.0,3,12,4.0,,,,,,,,,,,,
10790,141902,3241400,COMMUNICATION APPLICATIONS,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10791,141902,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,10,57,5.7,10,57,5.7,,,,,,,,,,,,
10792,141902,13016900,STAT & RISK MGT,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10793,143902,3330100,UNITED STATES GOVERNMENT (GOVT,,,,,,,5,15,3.0,5,15,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
10794,143902,3350100,PSYCHOLOGY (PSYCH),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10795,143902,3370100,SOCIOLOGY (SOC),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10796,144902,3101100,PRECALCULUS (PRE CALC),,,,,,,3,3,3.0,3,3,3.0,,,,,,,18,117,6.5,18,117,6.5
10797,144902,3102500,INDEP STUDY IN MATH (1ST TIME),,,,,,,3,3,3.0,3,3,3.0,,,,,,,16,78,4.9,17,84,4.9
10798,144902,3220400,ENGLISH IV (ENG 4),,,,,,,9,27,3.0,9,27,3.0,6,6,6.0,6,6,6.0,14,72,5.1,15,78,5.2
10799,144902,3241400,COMMUNICATION APPLICATIONS,,,,,,,7,21,3.0,7,21,3.0,3,3,3.0,3,12,4.0,3,3,3.0,3,3,3.0
10800,144902,3310300,ECONOMICS W/EMPH FREE ENTERPR,,,,,,,6,18,3.0,6,18,3.0,,,,,,,,,,,,
10801,144902,3370100,SOCIOLOGY (SOC),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10802,144902,13020300,MEDICAL TERMINOLOGY,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10803,144902,13020800,PATHOPHYSIOLOGY,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10804,144902,13032300,WELDING,,,,,,,33,124,3.8,33,124,3.8,20,108,5.4,20,108,5.4,,,,,,
10805,144902,13032500,PRECISION METAL MANUFACTURING,,,,,,,7,28,4.0,7,28,4.0,16,96,6.0,16,96,6.0,,,,,,
10806,144902,13033000,PRACTICUM MANUFACTURING,,,,,,,10,40,4.0,10,40,4.0,3,12,4.0,3,12,4.0,,,,,,
10807,145902,3155600,MUSIC STUDIES-MUSIC APPREC. I,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10808,145902,3340100,US HISTORY STUDIES SINCE 1877,,,,,,,10,60,6.0,11,66,6.0,19,105,5.5,19,105,5.5,10,30,3.0,10,30,3.0
10809,145906,3155600,MUSIC STUDIES-MUSIC APPREC. I,,,,,,,11,-999,-90.81818182,12,36,3.0,3,3,3.0,12,36,3.0,,,,,,
10810,145906,3240900,PUBLIC SPEAKING I (PUBSPKG1),,,,,,,11,33,3.0,12,36,3.0,11,33,3.0,13,39,3.0,14,42,3.0,16,48,3.0
10811,145906,3310300,ECONOMICS W/EMPH FREE ENTERPR,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10812,145906,3350100,PSYCHOLOGY (PSYCH),,,,,,,12,36,3.0,12,36,3.0,13,39,3.0,16,48,3.0,11,33,3.0,14,42,3.0
10813,145906,3370100,SOCIOLOGY (SOC),,,,,,,11,33,3.0,11,-999,-90.81818182,13,39,3.0,15,45,3.0,7,21,3.0,10,30,3.0
10814,145906,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,21,90,4.3,21,90,4.3,,,,,,,,,,,,
10815,145906,13002300,AG FAC DESGN & FABR,,,,,,,20,111,5.6,20,111,5.6,16,81,5.1,16,81,5.1,,,,,,
10816,145906,13002400,AGRICULTURAL POWER SYS,,,,,,,18,54,3.0,18,54,3.0,9,36,4.0,9,36,4.0,,,,,,
10817,145911,3102501,INDEP STUDY IN MATH (2ND TIME),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10818,145911,3220300,ENGLISH III (ENG 3),,,,,,,15,90,6.0,16,96,6.0,13,78,6.0,16,96,6.0,11,63,5.7,11,63,5.7
10819,145911,3241200,INDEP STUDY/SPEECH (1ST TIME),,,,,,,6,24,4.0,9,27,3.0,,,,,,,,,,,,
10820,145911,3350100,PSYCHOLOGY (PSYCH),,,,,,,23,69,3.0,24,72,3.0,24,72,3.0,26,78,3.0,13,39,3.0,15,45,3.0
10821,145911,3500110,ART I - ART APPRECIATION,,,,,,,15,45,3.0,17,51,3.0,9,27,3.0,9,27,3.0,,,,,,
10822,146901,3220200,ENGLISH II (ENG 2),,,,,,,6,6,6.0,6,6,6.0,,,,,,,,,,,,
10823,146901,3380002,SPEC TOPIC IN SOC STUD (1ST),,,,,,,14,42,3.0,23,129,5.6,,,,,,,,,,,,
10824,146901,13020600,ANATOMY & PHYSIOLOGY,,,,,,,6,6,6.0,10,60,6.0,,,,,,,,,,,,
10825,146902,3102500,INDEP STUDY IN MATH (1ST TIME),,,,,,,3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,3,3,3.0
10826,146902,3350100,PSYCHOLOGY (PSYCH),,,,,,,6,18,3.0,9,27,3.0,13,39,3.0,13,39,3.0,17,51,3.0,21,63,3.0
10827,146902,3370100,SOCIOLOGY (SOC),,,,,,,3,3,3.0,5,15,3.0,14,42,3.0,14,42,3.0,24,72,3.0,29,87,3.0
10828,146902,13004600,ARCHITECTURAL DESIGN,,,,,,,3,12,4.0,6,18,3.0,,,,,,,,,,,,
10829,146902,13014400,INSTR PRACT IN ED & TRAINING,,,,,,,11,33,3.0,13,72,5.5,,,,,,,,,,,,
10830,146905,3102500,INDEP STUDY IN MATH (1ST TIME),,,,,,,3,3,3.0,5,15,3.0,6,24,4.0,6,24,4.0,,,,,,
10831,146905,3500110,ART I - ART APPRECIATION,,,,,,,5,15,3.0,9,27,3.0,15,45,3.0,21,63,3.0,11,39,3.5,11,39,3.5
10832,146906,3580900,INDPT STDY IN TECH APS 1ST TME,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10833,146906,13005700,ADV ELECTRICAL TECHNOLOGY,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10834,146906,13027600,COMPUTER PROGRAMMING,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10835,146906,A3220200,AP ENGLISH LITERATURE AND COMP,,,,,,,16,96,6.0,25,150,6.0,,,,,,,,,,,,
10836,147902,3040000,CHEMISTRY (CHEM),,,,,,,10,40,4.0,12,48,4.0,,,,,,,,,,,,
10837,147902,3155600,MUSIC STUDIES-MUSIC APPREC. I,,,,,,,15,75,5.0,22,111,5.0,17,51,3.0,22,123,5.6,15,81,5.4,19,99,5.2
10838,147902,3241400,COMMUNICATION APPLICATIONS,,,,,,,49,147,3.0,56,168,3.0,26,78,3.0,32,96,3.0,30,96,3.2,35,111,3.2
10839,147902,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,9,27,3.0,9,27,3.0,,,,,,,,,,,,
10840,147902,13032300,WELDING,,,,,,,14,75,5.4,14,75,5.4,24,72,3.0,24,72,3.0,,,,,,
10841,147902,13032400,ADVANCED WELDING,,,,,,,13,52,4.0,13,52,4.0,23,69,3.0,23,69,3.0,,,,,,
10842,147902,13032700,FLEXIBLE MANUFACTURING,,,,,,,13,39,3.0,13,39,3.0,22,66,3.0,23,69,3.0,,,,,,
10843,147902,N1290050,COLLEGE TRANSITION,,,,,,,13,13,1.0,13,13,1.0,,,,,,,,,,,,
10844,147903,3102530,STATISTICS,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,12,36,3.0,12,36,3.0
10845,147903,13020300,MEDICAL TERMINOLOGY,,,,,,,3,12,4.0,3,12,4.0,6,18,3.0,6,18,3.0,,,,,,
10846,148901,3101100,PRECALCULUS (PRE CALC),,,,,,,5,15,3.0,7,21,3.0,9,36,4.0,9,36,4.0,,,,,,
10847,148901,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,12,36,3.0,12,36,3.0,,,,,,,,,,,,
10848,148902,3102500,INDEP STUDY IN MATH (1ST TIME),,,,,,,3,3,3.0,3,3,3.0,3.8,3.8,3.8,3.8,3.8,3.8,7,21,3.0,9,27,3.0
10849,148902,3350100,PSYCHOLOGY (PSYCH),,,,,,,3,3,3.0,3,3,3.0,5,15,3.0,6,18,3.0,3,3,3.0,3,3,3.0
10850,148903,3310300,ECONOMICS W/EMPH FREE ENTERPR,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,12,4.0,3,3,3.0,3,3,3.0
10851,148905,3102500,INDEP STUDY IN MATH (1ST TIME),,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
10852,148905,3350100,PSYCHOLOGY (PSYCH),,,,,,,3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,3,3,3.0
10853,149901,3101100,PRECALCULUS (PRE CALC),,,,,,,14,55,3.9,15,59,3.9,23,92,4.0,26,104,4.0,7,28,4.0,7,28,4.0
10854,149901,3241000,PUBLIC SPEAKING II (PUBSPKG2),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10855,149901,13020800,PATHOPHYSIOLOGY,,,,,,,3,12,4.0,3,12,4.0,3,3,3.0,3,3,3.0,,,,,,
10856,149901,IHE11200,SCIENCE-INST OF HIGH ED ENDRSD,,,,,,,14,56,4.0,11,88,8.0,18,144,8.0,26,208,8.0,,,,,,
10857,149902,3101100,PRECALCULUS (PRE CALC),,,,,,,8,32,4.0,8,32,4.0,,,,,,,9,27,3.0,15,45,3.0
10858,149902,3270100,COLLEGE READINESS & STDY SKILS,,,,,,,3,12,4.0,3,3,3.0,,,,,,,,,,,,
10859,149902,3310300,ECONOMICS W/EMPH FREE ENTERPR,,,,,,,7,21,3.0,7,21,3.0,,,,,,,3,3,3.0,10,30,3.0
10860,149902,3380002,SPEC TOPIC IN SOC STUD (1ST),,,,,,,13,39,3.0,12,63,5.3,,,,,,,18,54,3.0,20,60,3.0
10861,149902,13020300,MEDICAL TERMINOLOGY,,,,,,,5,15,3.0,6,18,3.0,,,,,,,,,,,,
10862,149902,13020400,HEALTH SCIENCE,,,,,,,10,30,3.0,9,36,4.0,,,,,,,,,,,,
10863,152901,3060200,EARTH AND SPACE SCIENCE (ESS),,,,,,,3,3,3.0,6,24,4.0,,,,,,,,,,,,
10864,152901,3440300,LANG O/T ENGLISH III - SPANISH,,,,,,,12,72,6.0,13,78,6.0,13,52,4.0,21,84,4.0,9,36,4.0,13,51,3.9
10865,152901,A3310200,AP MACROECONOMICS,,,,,,,12,36,3.0,14,42,3.0,9,27,3.0,10,30,3.0,,,,,,
10866,152901,A3500100,AP ART HISTORY,,,,,,,11,33,3.0,16,48,3.0,,,,,,,,,,,,
10867,152902,3340100,US HISTORY STUDIES SINCE 1877,,,,,,,19,114,6.0,20,120,6.0,18,54,3.0,18,54,3.0,10,51,5.1,10,51,5.1
10868,152902,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,3,3,3.0,5,15,3.0,,,,,,,,,,,,
10869,152902,3380021,SOCIAL STD ADV STDYS (2ND CRD),,,,,,,3,3,3.0,3,12,4.0,,,,,,,,,,,,
10870,152903,3155600,MUSIC STUDIES-MUSIC APPREC. I,,,,,,,53,159,3.0,59,177,3.0,40,120,3.0,41,123,3.0,42,126,3.0,42,126,3.0
10871,152903,3241400,COMMUNICATION APPLICATIONS,,,,,,,30,90,3.0,35,105,3.0,,,,,,,,,,,,
10872,152903,3440200,LANG O/T ENGLISH II - SPANISH,,,,,,,13,52,4.0,13,52,4.0,10,40,4.0,10,40,4.0,10,40,4.0,10,40,4.0
10873,152903,3440300,LANG O/T ENGLISH III - SPANISH,,,,,,,20,80,4.0,20,80,4.0,4,4,4.0,4,4,4.0,4,16,4.0,4,16,4.0
10874,152903,3440400,LANG O/T ENGLISH IV - SPANISH,,,,,,,5,20,4.0,5,20,4.0,,,,,,,,,,,,
10875,152903,3440500,LANG O/T ENGLISH V - SPANISH,,,,,,,4,4,4.0,4,4,4.0,,,,,,,,,,,,
10876,152907,3155600,MUSIC STUDIES-MUSIC APPREC. I,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
10877,152907,3250700,"THEATRE I, THEATRE PROD I",,,,,,,18,54,3.0,13,78,6.0,,,,,,,,,,,,
10878,152907,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10879,152907,13009900,PROFESSIONAL COMMUNICATIONS,,,,,,,186,558,3.0,214,642,3.0,,,,,,,,,,,,
10880,152908,3101100,PRECALCULUS (PRE CALC),,,,,,,11,44,4.0,11,44,4.0,24,96,4.0,24,96,4.0,18,72,4.0,18,72,4.0
10881,152908,3102500,INDEP STUDY IN MATH (1ST TIME),,,,,,,10,30,3.0,10,30,3.0,24,72,3.0,24,72,3.0,20,60,3.0,20,60,3.0
10882,152908,3340100,US HISTORY STUDIES SINCE 1877,,,,,,,12,72,6.0,12,72,6.0,26,150,5.8,26,150,5.8,11,66,6.0,11,66,6.0
10883,152908,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,12,69,5.8,12,69,5.8,,,,,,,,,,,,
10884,152909,3155600,MUSIC STUDIES-MUSIC APPREC. I,,,,,,,3,12,4.0,3,12,4.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
10885,152909,3221800,INDEP STUDY/ENGLISH (1ST TIME),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10886,152909,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10887,152909,13000800,PROF STANDARDS IN AGRIBUSINESS,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,
10888,152909,13027200,PRINCIPLES OF INFO TECH,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10889,152909,PES00008,PE SUB NON-DIST PGM 1,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10890,152910,3500110,ART I - ART APPRECIATION,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10891,153903,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,6,6,6.0,4.5,4.5,4.5,,,,,,,,,,,,
10892,153905,3010200,BIOLOGY (BIO),,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,
10893,154903,3220300,ENGLISH III (ENG 3),,,,,,,9,27,3.0,9,27,3.0,,,,,,,,,,,,
10894,154903,3220400,ENGLISH IV (ENG 4),,,,,,,6,6,6.0,6,6,6.0,,,,,,,14,42,3.0,14,42,3.0
10895,154903,3330100,UNITED STATES GOVERNMENT (GOVT,,,,,,,3,3,3.0,3,3,3.0,6,18,3.0,6,18,3.0,3,3,3.0,3,3,3.0
10896,154903,3340100,US HISTORY STUDIES SINCE 1877,,,,,,,10,30,3.0,10,30,3.0,6,18,3.0,6,18,3.0,3,12,4.0,3,12,4.0
10897,155901,3101100,PRECALCULUS (PRE CALC),,,,,,,3,3,3.0,3,3,3.0,14,42,3.0,14,42,3.0,,,,,,
10898,155901,3102502,INDEPEND STUDY MATH,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10899,155901,12701510,PROBLEMS AND SOLUTIONS II,,,,,,,13,69,5.3,13,69,5.3,,,,,,,,,,,,
10900,156902,3350100,PSYCHOLOGY (PSYCH),,,,,,,3,3,3.0,3,3,3.0,5,15,3.0,5,15,3.0,3,12,4.0,3,12,4.0
10901,156902,13027900,WEB TECHNOLOGIES,,,,,,,3,3,3.0,5,15,3.0,3,3,3.0,3,12,4.0,,,,,,
10902,156902,13032300,WELDING,,,,,,,18,54,3.0,11,66,6.0,9,36,4.0,9,36,4.0,,,,,,
10903,156905,13027800,DIGITAL & INTERACTIVE MEDIA,,,,,,,6,18,3.0,6,18,3.0,,,,,,,,,,,,
10904,157901,3350100,PSYCHOLOGY (PSYCH),,,,,,,3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,3,3,3.0
10905,157901,13037200,SCIENTIFIC RESEARCH & DESIGN,,,,,,,10,76,7.6,10,76,7.6,,,,,,,14,56,4.0,14,56,4.0
10906,158901,13020600,ANATOMY & PHYSIOLOGY,,,,,,,37,280,7.6,37,280,7.6,,,,,,,,,,,,
10907,158902,3220400,ENGLISH IV (ENG 4),,,,,,,3,3,3.0,3,3,3.0,,,,,,,14,42,3.0,14,42,3.0
10908,158905,3010200,BIOLOGY (BIO),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10909,158905,3102501,INDEP STUDY IN MATH (2ND TIME),,,,,,,3,3,3.0,6,18,3.0,6,24,4.0,11,36,3.3,4.5,4.5,4.5,4.5,4.5,4.5
10910,158905,3152500,"MUSIC I, APPLIED MUSIC I",,,,,,,6,18,3.0,7,21,3.0,3,3,3.0,5,15,3.0,3,3,3.0,3,3,3.0
10911,158905,3240900,PUBLIC SPEAKING I (PUBSPKG1),,,,,,,3,3,3.0,3,3,3.0,5,15,3.0,9,27,3.0,12,36,3.0,12,36,3.0
10912,158905,3270100,COLLEGE READINESS & STDY SKILS,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10913,158905,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,3,12,4.0,3,12,4.0,,,,,,,,,,,,
10914,158905,3380002,SPEC TOPIC IN SOC STUD (1ST),,,,,,,3,3,3.0,3,3,3.0,19,57,3.0,19,57,3.0,,,,,,
10915,159901,3580300,COMPUTER SCIENCE II (TACS2),,,,,,,9,27,3.0,11,33,3.0,9,36,4.0,12,72,6.0,9,36,4.0,12,48,4.0
10916,160901,13009900,PROFESSIONAL COMMUNICATIONS,,,,,,,48,144,3.0,48,144,3.0,,,,,,,,,,,,
10917,160904,3241400,COMMUNICATION APPLICATIONS,,,,,,,3,12,4.0,3,12,4.0,,,,,,,,,,,,
10918,161802,3102501,INDEP STUDY IN MATH (2ND TIME),,,,,,,7,21,3.0,6,24,4.0,,,,,,,,,,,,
10919,161802,3102502,INDEPEND STUDY MATH,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,5,10,2.0,4,4,4.0,4,4,4.0
10920,161802,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,7,21,3.0,7,21,3.0,,,,,,,,,,,,
10921,161802,3380002,SPEC TOPIC IN SOC STUD (1ST),,,,,,,3,3,3.0,3,3,3.0,,,,,,,7,21,3.0,9,27,3.0
10922,161802,3500110,ART I - ART APPRECIATION,,,,,,,3,3,3.0,3,3,3.0,7,21,3.0,27,81,3.0,21,63,3.0,26,78,3.0
10923,161802,13016600,ACCOUNTING I,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,
10924,161802,13027800,DIGITAL & INTERACTIVE MEDIA,,,,,,,6,18,3.0,6,18,3.0,,,,,,,,,,,,
10925,161807,3101100,PRECALCULUS (PRE CALC),,,,,,,17,68,4.0,12,88,7.3,53,252,4.8,70,332,4.7,25,105,4.2,25,105,4.2
10926,161807,3221100,RESEARCH/TECHNICAL WRITING,,,,,,,14,81,5.8,16,93,5.8,,,,,,,,,,,,
10927,161807,3240900,PUBLIC SPEAKING I (PUBSPKG1),,,,,,,9,27,3.0,9,27,3.0,12,36,3.0,12,36,3.0,,,,,,
10928,161807,3310301,ECONOMICS ADV STUDIES (1ST),,,,,,,16,48,3.0,22,66,3.0,13,39,3.0,19,57,3.0,17,51,3.0,21,63,3.0
10929,161807,3330100,UNITED STATES GOVERNMENT (GOVT,,,,,,,36,68,1.9,44,88,2.0,34,103,3.0,46,137,3.0,17,51,3.0,20,60,3.0
10930,161807,3350100,PSYCHOLOGY (PSYCH),,,,,,,3,12,4.0,3,12,4.0,54,156,2.9,61,175,2.9,41,123,3.0,53,159,3.0
10931,161903,12701500,PROBLEMS AND SOLUTIONS,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10932,161903,13004600,ARCHITECTURAL DESIGN,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,
10933,161903,13008800,GRAPHIC DESIGN & ILLUSTRATION,,,,,,,5,15,3.0,5,15,3.0,,,,,,,,,,,,
10934,161903,13011400,BUSIN INFO MGT I,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10935,161903,13020300,MEDICAL TERMINOLOGY,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10936,161903,13027500,COMPUTER TECHNICIAN,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,
10937,161903,13032400,ADVANCED WELDING,,,,,,,5,20,4.0,5,20,4.0,14,104,7.4,14,104,7.4,,,,,,
10938,161903,13033000,PRACTICUM MANUFACTURING,,,,,,,6,24,4.0,6,24,4.0,12,63,5.3,12,63,5.3,,,,,,
10939,161903,13036800,ELECTRONICS,,,,,,,3,12,4.0,3,12,4.0,,,,,,,,,,,,
10940,161906,3040000,CHEMISTRY (CHEM),,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10941,161906,3100600,ALGEBRA II (ALG2),,,,,,,2,2,2.0,2,2,2.0,,,,,,,,,,,,
10942,161906,12701500,PROBLEMS AND SOLUTIONS,,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10943,161906,13016900,STAT & RISK MGT,,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10944,161906,13020510,PRACTICUM HEALTH SCIENCE II,,,,,,,2,2,2.0,2,2,2.0,,,,,,,,,,,,
10945,161906,13027300,COMPUTER MAINTENANCE,,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10946,161906,13032200,PRINCIPLES OF MANUFACTURING,,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10947,161906,13032300,WELDING,,,,,,,2,2,2.0,2,2,2.0,,,,,,,,,,,,
10948,161906,13032400,ADVANCED WELDING,,,,,,,2,2,2.0,2,2,2.0,,,,,,,,,,,,
10949,161906,13033000,PRACTICUM MANUFACTURING,,,,,,,2,2,2.0,2,2,2.0,,,,,,,,,,,,
10950,161906,13037220,SCIEN RESEARCH & DESIGN III,,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10951,161906,13039200,"PRINC OF TRANS, DISTR & LOGIST",,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10952,161906,13039600,AUTOMOTIVE TECHNOLOGY,,,,,,,1,1,1.0,1,1,1.0,,,,,,,,,,,,
10953,161907,3340100,US HISTORY STUDIES SINCE 1877,,,,,,,10,60,6.0,17,102,6.0,35,204,5.8,38,222,5.8,37,222,6.0,44,261,5.9
10954,161907,3350100,PSYCHOLOGY (PSYCH),,,,,,,3,3,3.0,3,3,3.0,3,12,4.0,3,12,4.0,3,3,3.0,5,15,3.0
10955,161907,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10956,161909,3350100,PSYCHOLOGY (PSYCH),,,,,,,10,30,3.0,17,51,3.0,3,12,4.0,10,30,3.0,20,60,3.0,20,60,3.0
10957,161909,3380001,SOCIAL STD ADV STDYS (1ST CRD),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10958,161909,13020300,MEDICAL TERMINOLOGY,,,,,,,3,3,3.0,3,3,3.0,6,18,3.0,3.6,3.6,3.6,,,,,,
10959,161910,3102500,INDEP STUDY IN MATH (1ST TIME),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10960,161910,3102501,INDEP STUDY IN MATH (2ND TIME),,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10961,161910,3500500,"ART II, DRAWING I",,,,,,,3,12,4.0,3,12,4.0,3,12,4.0,3,12,4.0,5,15,3.0,6,18,3.0
10962,161912,13020300,MEDICAL TERMINOLOGY,,,,,,,2,2,2.0,2,2,2.0,,,,,,,,,,,,
10963,161914,3020000,ENVIRONMENTAL SYSTEMS-ENVIRSYS,,,,,,,4,4,4.0,4,4,4.0,38,152,4.0,41,164,4.0,11,33,3.0,11,33,3.0
10964,161914,3350100,PSYCHOLOGY (PSYCH),,,,,,,22,108,4.9,23,111,4.8,66,198,3.0,73,219,3.0,35,105,3.0,42,126,3.0
10965,161914,3380021,SOCIAL STD ADV STDYS (2ND CRD),,,,,,,96,288,3.0,105,315,3.0,,,,,,,,,,,,
10966,161914,3380032,SPEC TOPICS IN SOC STUD (3RD),,,,,,,30,90,3.0,31,93,3.0,,,,,,,,,,,,
10967,161914,3380042,SPEC TOPICS IN SOC STUD (4TH),,,,,,,29,87,3.0,31,93,3.0,,,,,,,,,,,,
10968,161914,3500110,ART I - ART APPRECIATION,,,,,,,3,3,3.0,3,3,3.0,39,117,3.0,48,144,3.0,23,69,3.0,27,81,3.0
10969,161914,13000700,ADVANCED ANIMAL SCIENCE,,,,,,,3,3,3.0,3,3,3.0,,,,,,,,,,,,
10970,161914,13008300,ANIMATION,,,,,,,115,637,5.5,115,637,5.5,,,,,,,,,,,,
10971,161914,13008500,AUDIO VIDEO PRODUCTION,,,,,,,67,369,5.5,67,369,5.5,15,45,3.0,15,45,3.0,,,,,,
