REPORT_DISTRICT,REPORT_DISTNAME,REPORT_CHARTER_STATUS,BLANK_COLUMN,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS,CTE_HOURS,CTE_AVG,ALL_STUDENTS,ALL_HOURS,ALL_AVG
001908,WESTWOOD ISD,TRADITIONAL ISD/CSD,,001908,03102500,INDEP STUDY IN MATH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,001908,03220300,ENGLISH III (ENG 3),26,132,5.1,29,150,5.2
,,,,001908,03220400,ENGLISH IV (ENG 4),17,102,6.0,20,120,6.0
,,,,001908,03241400,COMMUNICATION APPLICATIONS,-999,-999,3.0,-999,21,-999.0
,,,,001908,03310300,ECONOMICS W/EMPH FREE ENTERPR,17,51,3.0,20,60,3.0
,,,,001908,03330100,UNITED STATES GOVERNMENT (GOVT,17,51,3.0,20,60,3.0
,,,,001908,03340100,US HISTORY STUDIES SINCE 1877,26,132,5.1,29,150,5.2
,,,,001908,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,12,-999.0
,,,,001908,13011400,BUSIN INFO MGT I,-999,-999,3.0,-999,-999,3.0
Total,,,,001908,,,109,486,4.5,131,579,4.4
,,,,001908,,,,,,,,
001909,SLOCUM ISD,TRADITIONAL ISD/CSD,,001909,03220300,ENGLISH III (ENG 3),-999,18,-999.0,-999,18,-999.0
,,,,001909,03220400,ENGLISH IV (ENG 4),19,63,3.3,19,63,3.3
,,,,001909,03240900,PUBLIC SPEAKING I (PUBSPKG1),-999,-999,3.0,-999,-999,3.0
,,,,001909,03250200,"THEATRE II, THEATRE ARTS II",-999,-999,3.0,-999,-999,3.0
,,,,001909,03330100,UNITED STATES GOVERNMENT (GOVT,21,63,3.0,21,63,3.0
,,,,001909,03340100,US HISTORY STUDIES SINCE 1877,10,60,6.0,10,60,6.0
,,,,001909,03350100,PSYCHOLOGY (PSYCH),-999,12,-999.0,-999,12,-999.0
,,,,001909,03370100,SOCIOLOGY (SOC),-999,-999,3.0,-999,-999,3.0
,,,,001909,03380001,SOCIAL STD ADV STDYS (1ST TME),-999,-999,3.0,-999,-999,3.0
,,,,001909,03500500,"ART II, DRAWING I",-999,12,-999.0,-999,12,-999.0
,,,,001909,13014300,HUMAN GROWTH & DEVELOP,-999,15,-999.0,-999,15,-999.0
,,,,001909,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",-999,-999,3.0,-999,-999,3.0
Total,,,,001909,,,72,261,3.6,72,261,3.6
,,,,001909,,,,,,,,
002901,ANDREWS ISD,TRADITIONAL ISD/CSD,,002901,03102502,INDEPEND STUDY MATH,25,75,3.0,38,114,3.0
,,,,002901,03102530,STATISTICS,25,75,3.0,37,111,3.0
,,,,002901,03220300,ENGLISH III (ENG 3),41,248,6.0,53,318,6.0
,,,,002901,03220400,ENGLISH IV (ENG 4),15,87,5.8,18,102,5.7
,,,,002901,03240900,PUBLIC SPEAKING I (PUBSPKG1),14,42,3.0,17,51,3.0
,,,,002901,03330100,UNITED STATES GOVERNMENT (GOVT,25,75,3.0,31,93,3.0
,,,,002901,03340100,US HISTORY STUDIES SINCE 1877,,0,,-999,-999,3.0
,,,,002901,03350100,PSYCHOLOGY (PSYCH),17,50,2.9,20,59,3.0
,,,,002901,03370100,SOCIOLOGY (SOC),-999,27,-999.0,14,42,3.0
,,,,002901,03380001,SOCIAL STD ADV STDYS (1ST TME),-999,30,-999.0,10,54,5.4
,,,,002901,03380002,SPEC TOPIC IN SOC STUD (1ST),-999,-999,3.0,-999,-999,3.0
,,,,002901,03440300,LANG O/T ENGLISH III - SPANISH,-999,-999,8.0,-999,-999,8.0
,,,,002901,13016600,ACCOUNTING I,-999,10,-999.0,-999,10,-999.0
,,,,002901,13020300,MEDICAL TERMINOLOGY,18,37,2.1,18,37,2.1
,,,,002901,13025000,PRACTICUM HUMAN SVCS,-999,70,-999.0,-999,70,-999.0
,,,,002901,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",-999,-999,3.0,-999,-999,3.0
,,,,002901,13029600,COURT SYS & PRACTICES,-999,-999,3.0,-999,-999,3.0
,,,,002901,13032500,PRECISION METAL MANUFACTURING,-999,-999,4.0,-999,-999,4.0
,,,,002901,13033000,PRACTICUM MANUFACTURING,-999,16,-999.0,-999,16,-999.0
,,,,002901,13033010,PRACTICUM MANUFACTURING II,10,40,4.0,10,40,4.0
Total,,,,002901,,,224,912,4.1,287,"1,150",4.0
,,,,002901,,,,,,,,
003801,PINEYWOODS COMMUNITY ACADEMY,OPEN ENROLLMENT CHARTER,,003801,03060200,EARTH AND SPACE SCIENCE (ESS),-999,-999,1.0,-999,-999,1.0
,,,,003801,03102500,INDEP STUDY IN MATH (1ST TIME),30,35,1.2,34,41,1.2
,,,,003801,03102520,DISCRETE MATH FOR PRBLM SOLVNG,-999,-999,1.0,-999,-999,1.0
,,,,003801,03155600,MUSIC STUDIES-MUSIC APPREC. I,-999,-999,1.0,-999,-999,1.0
,,,,003801,03220300,ENGLISH III (ENG 3),27,29,1.1,31,33,1.1
,,,,003801,03220400,ENGLISH IV (ENG 4),16,16,1.0,16,16,1.0
,,,,003801,03221100,RESEARCH/TECHNICAL WRITING,14,14,1.0,18,18,1.0
,,,,003801,03230150,ADV JOURNALISM: NEWSPAPER II,-999,-999,1.0,-999,-999,1.0
,,,,003801,03240900,PUBLIC SPEAKING I (PUBSPKG1),-999,-999,1.0,-999,-999,1.0
,,,,003801,03241400,COMMUNICATION APPLICATIONS,-999,-999,1.0,-999,-999,1.0
,,,,003801,03250100,"THEATRE I, THEATRE ARTS I",-999,-999,1.0,-999,-999,1.0
,,,,003801,03310300,ECONOMICS W/EMPH FREE ENTERPR,12,12,1.0,28,28,1.0
,,,,003801,03320100,WORLD GEOGRAPHY STUDIES (W GEO,15,15,1.0,33,33,1.0
,,,,003801,03330100,UNITED STATES GOVERNMENT (GOVT,14,14,1.0,15,15,1.0
,,,,003801,03340400,WORLD HISTORY STUDIES (W HIST),15,24,1.6,28,42,1.5
,,,,003801,03370100,SOCIOLOGY (SOC),-999,-999,1.0,-999,-999,1.0
,,,,003801,03380001,SOCIAL STD ADV STDYS (1ST TME),-999,-999,1.0,-999,-999,1.0
,,,,003801,03440100,LANG O/T ENGLISH I - SPANISH,18,18,1.0,28,28,1.0
,,,,003801,03440200,LANG O/T ENGLISH II - SPANISH,-999,-999,1.0,-999,-999,1.0
,,,,003801,03440300,LANG O/T ENGLISH III - SPANISH,25,25,1.0,38,38,1.0
,,,,003801,03500110,ART I - ART APPRECIATION,-999,-999,1.0,-999,-999,1.0
,,,,003801,13002200,AG MECH & METAL TECH,-999,-999,1.0,-999,-999,1.0
,,,,003801,13011400,BUSIN INFO MGT I,-999,-999,1.0,-999,-999,1.0
,,,,003801,13011500,BUSIN INFO MGT II,-999,-999,1.0,-999,-999,1.0
,,,,003801,13014300,HUMAN GROWTH & DEVELOP,-999,-999,1.0,-999,-999,1.0
,,,,003801,13014400,INSTR PRACT IN ED & TRAINING,-999,-999,1.0,-999,-999,1.0
,,,,003801,13020200,PRINCIPLES OF HEALTH SCIENCE,13,13,1.0,13,13,1.0
,,,,003801,13020300,MEDICAL TERMINOLOGY,17,17,1.0,17,17,1.0
,,,,003801,13020600,ANATOMY & PHYSIOLOGY,-999,-999,1.0,-999,-999,1.0
,,,,003801,13024200,PRINCIPLES OF HUMAN SVCS,-999,-999,1.0,-999,-999,1.0
,,,,003801,13024600,COUNSEL & MENTAL HEALTH,-999,-999,1.0,-999,-999,1.0
,,,,003801,13024700,CHILD DEVELOPMENT,28,28,1.0,28,28,1.0
,,,,003801,13024800,CHILD GUIDANCE,-999,-999,1.0,-999,-999,1.0
,,,,003801,13027200,PRINCIPLES OF INFO TECH,20,20,1.0,20,20,1.0
,,,,003801,13032400,ADVANCED WELDING,-999,-999,1.0,-999,-999,1.0
,,,,003801,13037200,SCIENTIFIC RESEARCH & DESIGN,12,12,1.0,12,12,1.0
,,,,003801,13037210,SCIENTIFIC RESEARCH & DESGN II,-999,-999,1.0,-999,-999,1.0
,,,,003801,N1110031,APPLIED MATH FOR TECH PROFSNLS,-999,-999,1.0,-999,-999,1.0
,,,,003801,N1270151,BASICS OF STUDENT PROJECT MGT,-999,-999,1.0,-999,-999,1.0
,,,,003801,PES00052,FOUND OF PERSON FITNESS,13,13,1.0,19,19,1.0
,,,,003801,PES00053,ADVENT/OUTDR EDUC,-999,-999,1.0,-999,-999,1.0
,,,,003801,PES00054,AEROBIC ACTIVITIES,-999,-999,1.0,10,10,1.0
Total,,,,003801,,,373,389,1.0,475,498,1.0
,,,,003801,,,,,,,,
003902,HUDSON ISD,TRADITIONAL ISD/CSD,,003902,03102500,INDEP STUDY IN MATH (1ST TIME),27,81,3.0,29,87,3.0
,,,,003902,03102501,INDEP STUDY IN MATH (2ND TIME),-999,-999,3.0,-999,-999,3.0
,,,,003902,03102530,STATISTICS,10,60,6.0,10,60,6.0
,,,,003902,03155600,MUSIC STUDIES-MUSIC APPREC. I,39,144,3.7,50,195,3.9
,,,,003902,03220400,ENGLISH IV (ENG 4),39,183,4.7,41,192,4.7
,,,,003902,03221800,INDEP STUDY/ENGLISH (1ST TIME),,0,,-999,-999,6.0
,,,,003902,03241400,COMMUNICATION APPLICATIONS,27,81,3.0,35,105,3.0
,,,,003902,03250100,"THEATRE I, THEATRE ARTS I",-999,12,-999.0,-999,12,-999.0
,,,,003902,03310301,ECONOMICS ADV STUDIES (1ST),-999,-999,3.0,-999,-999,3.0
,,,,003902,03330100,UNITED STATES GOVERNMENT (GOVT,15,45,3.0,16,48,3.0
,,,,003902,03340100,US HISTORY STUDIES SINCE 1877,32,183,5.7,37,213,5.8
,,,,003902,03350100,PSYCHOLOGY (PSYCH),18,54,3.0,19,57,3.0
,,,,003902,03370100,SOCIOLOGY (SOC),15,45,3.0,22,66,3.0
,,,,003902,03380002,SPEC TOPIC IN SOC STUD (1ST),12,36,3.0,17,51,3.0
,,,,003902,03500110,ART I - ART APPRECIATION,-999,24,-999.0,-999,24,-999.0
,,,,003902,13004800,PRACTICUM IN ARCHTECT DESIGN,-999,-999,3.0,-999,-999,3.0
,,,,003902,13016600,ACCOUNTING I,-999,-999,3.0,-999,-999,3.0
,,,,003902,13016700,ACCOUNTING II,-999,-999,6.0,-999,-999,6.0
,,,,003902,13020300,MEDICAL TERMINOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,003902,13020500,PRACTICUM HEALTH SCIENCE,24,288,12.0,24,288,12.0
,,,,003902,13020510,PRACTICUM HEALTH SCIENCE II,15,164,10.9,15,164,10.9
,,,,003902,13024700,CHILD DEVELOPMENT,-999,-999,3.0,-999,-999,3.0
,,,,003902,13032200,PRINCIPLES OF MANUFACTURING,-999,-999,6.0,-999,-999,6.0
,,,,003902,13032500,PRECISION METAL MANUFACTURING,-999,-999,9.0,-999,-999,9.0
,,,,003902,13037200,SCIENTIFIC RESEARCH & DESIGN,15,120,8.0,17,136,8.0
,,,,003902,13037210,SCIENTIFIC RESEARCH & DESGN II,-999,20,-999.0,-999,20,-999.0
,,,,003902,CP110100,COLGE PREP CRSE ENGL LANG ARTS,16,96,6.0,17,102,6.0
,,,,003902,LD11110A,LOCALLY DVELOPED MATHEMATICS A,-999,10,-999.0,-999,10,-999.0
,,,,003902,LD11110B,LOCALLY DVELOPED MATHEMATICS B,-999,-999,6.0,-999,-999,6.0
,,,,003902,N1303013,INTRODUCTION TO AMERICAN LAW,-999,-999,3.0,-999,-999,3.0
Total,,,,003902,,,333,"1,712",5.1,379,"1,902",5.0
,,,,003902,,,,,,,,
003903,LUFKIN ISD,TRADITIONAL ISD/CSD,,003903,03102500,INDEP STUDY IN MATH (1ST TIME),-999,33,-999.0,-999,33,-999.0
,,,,003903,03220400,ENGLISH IV (ENG 4),61,726,11.9,64,762,11.9
,,,,003903,03340100,US HISTORY STUDIES SINCE 1877,67,801,12.0,70,834,11.9
,,,,003903,13004600,ARCHITECTURAL DESIGN,15,90,6.0,15,90,6.0
,,,,003903,13004700,ADV ARCHITECTURAL DESIGN,12,36,3.0,12,36,3.0
,,,,003903,13011700,BUSINESS LAW,-999,-999,3.0,-999,-999,3.0
,,,,003903,13012200,PRACTICUM BUSINESS MGT,-999,18,-999.0,-999,18,-999.0
,,,,003903,13016600,ACCOUNTING I,-999,15,-999.0,-999,15,-999.0
,,,,003903,13024200,PRINCIPLES OF HUMAN SVCS,-999,12,-999.0,-999,12,-999.0
,,,,003903,13024600,COUNSEL & MENTAL HEALTH,-999,18,-999.0,-999,18,-999.0
,,,,003903,13024900,FAMILY & COMM SVCS,-999,12,-999.0,-999,12,-999.0
,,,,003903,13027200,PRINCIPLES OF INFO TECH,-999,15,-999.0,-999,15,-999.0
,,,,003903,13027300,COMPUTER MAINTENANCE,20,120,6.0,20,120,6.0
,,,,003903,13027400,TELECOMM & NETWORKING,-999,21,-999.0,-999,21,-999.0
,,,,003903,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",-999,-999,4.5,-999,-999,4.5
,,,,003903,13029600,COURT SYS & PRACTICES,-999,-999,6.0,-999,-999,6.0
,,,,003903,13030100,PRCTCM LAW/PUB SAFE/CRRCT/&SEC,-999,-999,3.0,-999,-999,3.0
,,,,003903,13032500,PRECISION METAL MANUFACTURING,11,33,3.0,11,33,3.0
,,,,003903,13040400,"PRACTICUM TRANS, DIST & LOG",-999,12,-999.0,-999,12,-999.0
Total,,,,003903,,,231,"1,986",8.6,237,"2,055",8.7
,,,,003903,,,,,,,,
003904,HUNTINGTON ISD,TRADITIONAL ISD/CSD,,003904,03100500,ALGEBRA I (ALG 1),-999,39,-999.0,-999,39,-999.0
,,,,003904,03102530,STATISTICS,-999,-999,3.0,-999,-999,3.0
,,,,003904,03220400,ENGLISH IV (ENG 4),38,210,5.5,41,222,5.4
,,,,003904,03241400,COMMUNICATION APPLICATIONS,38,114,3.0,38,114,3.0
,,,,003904,03250100,"THEATRE I, THEATRE ARTS I",13,39,3.0,13,39,3.0
,,,,003904,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,-999,3.0
,,,,003904,03320100,WORLD GEOGRAPHY STUDIES (W GEO,-999,-999,3.0,-999,-999,3.0
,,,,003904,03330100,UNITED STATES GOVERNMENT (GOVT,42,195,4.6,44,201,4.6
,,,,003904,03340100,US HISTORY STUDIES SINCE 1877,63,354,5.6,69,390,5.7
,,,,003904,03350100,PSYCHOLOGY (PSYCH),32,96,3.0,32,96,3.0
,,,,003904,03370100,SOCIOLOGY (SOC),-999,24,-999.0,-999,24,-999.0
,,,,003904,03440800,SPANISH CULTURE/LINGUISTICS,15,45,3.0,15,45,3.0
,,,,003904,03502300,"ART IV, DRAWING III",16,48,3.0,16,48,3.0
,,,,003904,13008800,GRAPHIC DESIGN & ILLUSTRATION,-999,-999,3.0,-999,-999,3.0
,,,,003904,13020300,MEDICAL TERMINOLOGY,-999,15,-999.0,-999,15,-999.0
,,,,003904,13020600,ANATOMY & PHYSIOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,003904,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",-999,-999,3.0,-999,-999,3.0
Total,,,,003904,,,289,"1,212",4.2,300,"1,266",4.2
,,,,003904,,,,,,,,
003905,DIBOLL ISD,TRADITIONAL ISD/CSD,,003905,03010200,BIOLOGY (BIO),-999,-999,4.0,-999,-999,4.0
,,,,003905,03102500,INDEP STUDY IN MATH (1ST TIME),10,30,3.0,10,30,3.0
,,,,003905,03102501,INDEP STUDY IN MATH (2ND TIME),-999,-999,3.0,-999,-999,3.0
,,,,003905,03155400,MUSIC STUDIES - MUSIC THEORY I,26,78,3.0,30,90,3.0
,,,,003905,03220400,ENGLISH IV (ENG 4),22,117,5.3,22,117,5.3
,,,,003905,03241400,COMMUNICATION APPLICATIONS,49,147,3.0,57,171,3.0
,,,,003905,03250400,"THEATRE IV, THEATRE ARTS IV",23,69,3.0,27,81,3.0
,,,,003905,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,-999,3.0
,,,,003905,03330100,UNITED STATES GOVERNMENT (GOVT,22,102,4.6,22,102,4.6
,,,,003905,03340100,US HISTORY STUDIES SINCE 1877,28,93,3.3,32,105,3.3
,,,,003905,03350100,PSYCHOLOGY (PSYCH),28,84,3.0,32,96,3.0
,,,,003905,03370100,SOCIOLOGY (SOC),28,84,3.0,33,99,3.0
,,,,003905,13020500,PRACTICUM HEALTH SCIENCE,-999,-999,3.0,-999,-999,3.0
,,,,003905,13032300,WELDING,-999,-999,3.0,-999,-999,3.0
,,,,003905,13032400,ADVANCED WELDING,-999,-999,3.0,-999,-999,3.0
,,,,003905,13032500,PRECISION METAL MANUFACTURING,-999,-999,3.0,-999,-999,3.0
,,,,003905,13032700,FLEXIBLE MANUFACTURING,-999,-999,3.0,-999,-999,3.0
Total,,,,003905,,,245,832,3.4,274,919,3.4
,,,,003905,,,,,,,,
003906,ZAVALLA ISD,TRADITIONAL ISD/CSD,,003906,03102500,INDEP STUDY IN MATH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,003906,03220400,ENGLISH IV (ENG 4),-999,30,-999.0,-999,30,-999.0
,,,,003906,03330100,UNITED STATES GOVERNMENT (GOVT,-999,30,-999.0,-999,30,-999.0
,,,,003906,03350100,PSYCHOLOGY (PSYCH),-999,24,-999.0,-999,27,-999.0
,,,,003906,03380001,SOCIAL STD ADV STDYS (1ST TME),-999,-999,3.0,-999,-999,3.0
,,,,003906,03380021,SOCIAL STD ADV STDYS (2ND TME),-999,21,-999.0,-999,21,-999.0
,,,,003906,13009900,PROFESSIONAL COMMUNICATIONS,-999,21,-999.0,-999,21,-999.0
Total,,,,003906,,,42,156,3.7,43,159,3.7
,,,,003906,,,,,,,,
003907,CENTRAL ISD,TRADITIONAL ISD/CSD,,003907,03330100,UNITED STATES GOVERNMENT (GOVT,-999,-999,1.0,10,10,1.0
Total,,,,003907,,,-999,-999,1.0,10,10,1.0
,,,,003907,,,,,,,,
004901,ARANSAS COUNTY ISD,TRADITIONAL ISD/CSD,,004901,03102500,INDEP STUDY IN MATH (1ST TIME),-999,24,-999.0,14,42,3.0
,,,,004901,03102501,INDEP STUDY IN MATH (2ND TIME),-999,-999,3.0,-999,15,-999.0
,,,,004901,03220400,ENGLISH IV (ENG 4),19,108,5.7,35,204,5.8
,,,,004901,03241400,COMMUNICATION APPLICATIONS,-999,24,-999.0,19,57,3.0
,,,,004901,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,12,-999.0,-999,24,-999.0
,,,,004901,03330100,UNITED STATES GOVERNMENT (GOVT,-999,18,-999.0,12,36,3.0
,,,,004901,03340100,US HISTORY STUDIES SINCE 1877,-999,48,-999.0,10,57,5.7
,,,,004901,03350100,PSYCHOLOGY (PSYCH),-999,27,-999.0,18,54,3.0
,,,,004901,03370100,SOCIOLOGY (SOC),-999,12,-999.0,13,39,3.0
,,,,004901,13016600,ACCOUNTING I,-999,-999,6.0,-999,-999,6.0
,,,,004901,13016900,STAT & RISK MGT,-999,-999,3.0,-999,-999,3.0
,,,,004901,13020300,MEDICAL TERMINOLOGY,-999,24,-999.0,-999,24,-999.0
,,,,004901,13022600,CULINARY ARTS,-999,18,-999.0,-999,18,-999.0
Total,,,,004901,,,82,333,4.1,150,588,3.9
,,,,004901,,,,,,,,
005901,ARCHER CITY ISD,TRADITIONAL ISD/CSD,,005901,03101100,PRECALCULUS (PRE CALC),18,60,3.3,23,75,3.3
,,,,005901,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,-999,3.0
,,,,005901,03330100,UNITED STATES GOVERNMENT (GOVT,16,-999,-999.0,22,-999,-999.0
,,,,005901,03340100,US HISTORY STUDIES SINCE 1877,-999,90,-999.0,-999,108,-999.0
Total,,,,005901,,,50,201,4.0,64,252,3.9
,,,,005901,,,,,,,,
005902,HOLLIDAY ISD,TRADITIONAL ISD/CSD,,005902,03101100,PRECALCULUS (PRE CALC),12,51,4.3,16,72,4.5
,,,,005902,03220300,ENGLISH III (ENG 3),-999,60,-999.0,-999,66,-999.0
,,,,005902,03310300,ECONOMICS W/EMPH FREE ENTERPR,12,36,3.0,13,39,3.0
,,,,005902,03330100,UNITED STATES GOVERNMENT (GOVT,14,42,3.0,17,51,3.0
,,,,005902,03340100,US HISTORY STUDIES SINCE 1877,-999,36,-999.0,-999,54,-999.0
,,,,005902,A3220200,AP ENGLISH LITERATURE AND COMP,14,81,5.8,19,111,5.8
Total,,,,005902,,,68,306,4.5,85,393,4.6
,,,,005902,,,,,,,,
005904,WINDTHORST ISD,TRADITIONAL ISD/CSD,,005904,03220400,ENGLISH IV (ENG 4),24,114,4.8,26,123,4.7
Total,,,,005904,,,24,114,4.8,26,123,4.7
,,,,005904,,,,,,,,
006902,CLAUDE ISD,TRADITIONAL ISD/CSD,,006902,03102500,INDEP STUDY IN MATH (1ST TIME),-999,15,-999.0,-999,15,-999.0
,,,,006902,03102501,INDEP STUDY IN MATH (2ND TIME),-999,-999,3.0,-999,-999,3.0
,,,,006902,03221800,INDEP STUDY/ENGLISH (1ST TIME),-999,12,-999.0,-999,12,-999.0
,,,,006902,03241400,COMMUNICATION APPLICATIONS,-999,18,-999.0,-999,24,-999.0
,,,,006902,03330100,UNITED STATES GOVERNMENT (GOVT,14,42,3.0,14,42,3.0
,,,,006902,03340100,US HISTORY STUDIES SINCE 1877,-999,54,-999.0,12,69,5.8
